epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.59586,1.31385,0.77151,0.99632,0.76355,0.47481,0.55102,0.30502,1.30744,0.7601,0.98067,0.0515061,0.000565104,0.000565104
2,14.7287,1.30166,0.76088,0.98647,0.63107,0.48399,0.54777,0.30302,1.31021,0.77023,0.98132,0.0237604,0.00103286,0.00103286
3,22.0458,1.29054,0.7463,0.98392,0.6608,0.49435,0.54735,0.30285,1.31182,0.77769,0.98086,0.00129489,0.00129489,0.00129489
4,31.4419,1.28831,0.75089,0.98325,0.64628,0.48969,0.54474,0.30225,1.30903,0.77725,0.97962,0.00113505,0.00113505,0.00113505
5,38.7036,1.28224,0.73639,0.97969,0.64089,0.49712,0.54312,0.30354,1.3071,0.77636,0.97894,0.000975207,0.000975207,0.000975207
6,45.9354,1.27064,0.72255,0.97741,0.65092,0.50251,0.54692,0.30388,1.31063,0.77485,0.97991,0.000815364,0.000815364,0.000815364
7,53.0766,1.2605,0.7223,0.97027,0.6422,0.50833,0.54616,0.30194,1.31166,0.77802,0.98113,0.00065552,0.00065552,0.00065552
8,60.3978,1.26394,0.71756,0.97458,0.59815,0.49682,0.54421,0.29859,1.31235,0.77743,0.98022,0.000495677,0.000495677,0.000495677
9,68.5996,1.262,0.71099,0.96656,0.59897,0.51298,0.54321,0.29965,1.3143,0.77669,0.98196,0.000335833,0.000335833,0.000335833
10,75.4538,1.26121,0.71462,0.97611,0.61465,0.51127,0.5435,0.29918,1.31222,0.77278,0.98054,0.000175989,0.000175989,0.000175989
