epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.4688,1.31482,0.77482,0.99775,0.75041,0.47926,0.54966,0.30375,1.30966,0.76038,0.98198,0.0225101,0.000340655,0.000340655
2,14.5678,1.30865,0.76547,0.99038,0.62452,0.48914,0.54593,0.29921,1.31307,0.76672,0.98401,0.0105136,0.00062263,0.00062263
3,21.7684,1.29412,0.75088,0.98705,0.63901,0.48961,0.54576,0.30065,1.31161,0.7689,0.98206,0.000780587,0.000780587,0.000780587
4,29.5131,1.29244,0.75343,0.98617,0.63872,0.48144,0.53979,0.29857,1.31137,0.77338,0.98159,0.00068423,0.00068423,0.00068423
5,37.0849,1.29015,0.74439,0.98397,0.63362,0.48411,0.54385,0.30109,1.30664,0.77298,0.98048,0.000587874,0.000587874,0.000587874
6,47.0848,1.28056,0.73219,0.981,0.6658,0.49465,0.54648,0.30414,1.3067,0.77017,0.98029,0.000491517,0.000491517,0.000491517
7,54.1727,1.27022,0.73428,0.97378,0.66381,0.49695,0.54788,0.30494,1.30804,0.76967,0.9812,0.00039516,0.00039516,0.00039516
8,61.1117,1.27459,0.72929,0.97995,0.6343,0.48107,0.54647,0.30337,1.30837,0.76974,0.98006,0.000298803,0.000298803,0.000298803
9,67.9981,1.27645,0.72397,0.97316,0.5843,0.50843,0.54311,0.3026,1.30766,0.76975,0.98066,0.000202447,0.000202447,0.000202447
10,75.0733,1.27682,0.72996,0.98273,0.64142,0.4761,0.54469,0.30251,1.30691,0.76859,0.98035,0.00010609,0.00010609,0.00010609
