epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.0812,1.31723,0.78457,0.99982,0.64198,0.49073,0.54708,0.30056,1.31317,0.76467,0.98457,0.00140242,6.44315e-05,6.44315e-05
2,17.1386,1.32407,0.78964,0.99776,0.6287,0.4812,0.53494,0.29271,1.3214,0.77815,0.9903,0.000714714,0.000117764,0.000117764
3,23.9779,1.31091,0.77213,0.99628,0.62434,0.48029,0.53414,0.29237,1.32299,0.77886,0.99115,0.00014764,0.00014764,0.00014764
4,30.9753,1.31728,0.77873,0.99775,0.6229,0.47993,0.53363,0.29196,1.32366,0.77865,0.99094,0.000129415,0.000129415,0.000129415
5,37.7349,1.3176,0.76872,0.99651,0.62289,0.48185,0.53499,0.29256,1.32277,0.77683,0.99045,0.00011119,0.00011119,0.00011119
6,46.4836,1.30933,0.75996,0.99499,0.6146,0.48664,0.53531,0.29354,1.32165,0.77605,0.98984,9.29654e-05,9.29654e-05,9.29654e-05
7,53.9319,1.30229,0.7663,0.9879,0.62008,0.48247,0.53534,0.2938,1.32078,0.77468,0.9899,7.47405e-05,7.47405e-05,7.47405e-05
8,61.3683,1.30438,0.76064,0.99387,0.62396,0.48252,0.53656,0.29385,1.32121,0.77495,0.98984,5.65156e-05,5.65156e-05,5.65156e-05
9,68.9003,1.31396,0.75947,0.99008,0.62467,0.48185,0.53622,0.29391,1.32202,0.7774,0.98955,3.82907e-05,3.82907e-05,3.82907e-05
10,78.4032,1.31302,0.769,1.00022,0.62169,0.48454,0.53705,0.29363,1.32118,0.7748,0.98933,2.00658e-05,2.00658e-05,2.00658e-05
