epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.66999,1.31465,0.77618,0.99783,0.75406,0.48301,0.54904,0.30287,1.31028,0.76073,0.98238,0.022725,8.54362e-05,8.54362e-05
2,15.07,1.31408,0.77113,0.99251,0.63217,0.48996,0.5434,0.29693,1.31622,0.76817,0.98685,0.0102569,0.000156155,0.000156155
3,24.6309,1.30177,0.75835,0.99141,0.63475,0.50017,0.54022,0.29706,1.3158,0.76892,0.98705,0.000195771,0.000195771,0.000195771
4,32.1682,1.30762,0.76383,0.99344,0.62749,0.50322,0.53902,0.29555,1.3166,0.76902,0.98695,0.000171605,0.000171605,0.000171605
5,39.3641,1.30599,0.7553,0.99025,0.63191,0.47948,0.5389,0.29574,1.31483,0.76893,0.98492,0.000147439,0.000147439,0.000147439
6,46.5516,1.29862,0.74702,0.98948,0.63382,0.48106,0.53921,0.29686,1.31321,0.76883,0.98389,0.000123272,0.000123272,0.000123272
7,55.6951,1.28933,0.7529,0.98162,0.63629,0.48588,0.54071,0.29773,1.31207,0.76757,0.98348,9.9106e-05,9.9106e-05,9.9106e-05
8,62.9198,1.29372,0.74871,0.98869,0.63444,0.48652,0.54144,0.29721,1.31172,0.76815,0.98282,7.49398e-05,7.49398e-05,7.49398e-05
9,69.9674,1.30177,0.74571,0.98363,0.62389,0.48712,0.54089,0.29814,1.31253,0.76922,0.98307,5.07735e-05,5.07735e-05,5.07735e-05
10,77.0378,1.30148,0.75485,0.99412,0.63621,0.48321,0.54003,0.29819,1.31147,0.76821,0.98313,2.66073e-05,2.66073e-05,2.66073e-05
