trial_number,status,map50,map50_95,precision,recall,error_type,hp_imgsz,hp_batch,hp_optimizer,hp_lr0,hp_momentum,hp_weight_decay,hp_warmup_epochs,hp_warmup_momentum,hp_warmup_bias_lr,hp_mosaic,hp_mixup,hp_epochs,hp_device,hp_val,hp_patience,hp_save,hp_plots,hp_cache,hp_workers,hp_close_mosaic,hp_verbose,best_trial
1,completed,0.5150614696029788,0.2738266130184748,0.6034537727045638,0.46649062567591554,,640,32,AdamW,0.0005418282319533242,0.8849474968237651,0.00016738085788752134,0,0.6314650918408482,0.03663618432936917,0.728034992108518,0.15703519227860274,10,cuda,True,20,True,True,False,4,10,True,False
39,completed,0.5127980588812139,0.2741976142726579,0.584510056576847,0.47096487946846366,,768,16,Adam,0.0010843452213023064,0.9541108058460681,0.0007592175201998521,3,0.8228066382494131,0.07043698388493358,0.6745595317825923,0.1203031083254431,10,cuda,True,20,True,True,False,4,10,True,False
26,completed,0.5068193707821373,0.2733641787006784,0.6010617968543832,0.4569283471820083,,768,16,AdamW,0.000968080484955678,0.9527843910124534,0.00044429064625774476,2,0.9323787406309254,0.09640289105379306,0.9049753439578146,0.07340674862711377,10,cuda,True,20,True,True,False,4,10,True,False
30,completed,0.4927374669695991,0.26462984216006386,0.5601909352188058,0.4733448734476662,,768,16,AdamW,0.0020259850723478357,0.899157992299685,0.0007337256894344655,3,0.8458062312059026,0.04875382697933396,0.972964246362905,0.10676608700261686,10,cuda,True,20,True,True,False,4,10,True,False
34,completed,0.487317382601104,0.2586176865423363,0.5825094010569932,0.4480955610476577,,768,16,AdamW,0.0022153303004934155,0.9564260361060651,0.00040300171067563103,3,0.8066220389667953,0.060582178837790344,0.8903098298500995,0.09069818541630502,10,cuda,True,20,True,True,False,4,10,True,False
47,completed,0.4870341900438283,0.25730540851542666,0.6773149990489913,0.45621559511254783,,768,16,AdamW,0.002242399683398475,0.9390593272171055,2.9940948330660373e-05,3,0.7230096656239559,0.04896737959802662,0.8800801511680572,0.04279990199386663,10,cuda,True,20,True,True,False,4,10,True,False
24,completed,0.48587602914696476,0.2595485106119129,0.6990126154144829,0.4335420932326411,,640,32,AdamW,0.0018226314967381932,0.9640040874810467,0.00013206503819814336,3,0.8929171800514741,0.05475412837154481,0.9876414443918985,0.0359373434170524,10,cuda,True,20,True,True,False,4,10,True,False
5,completed,0.4734807192127814,0.25606436389127923,0.6987352238731755,0.4093232157327574,,640,32,AdamW,0.0020512599422151364,0.8738458817841006,1.0257563974185649e-05,3,0.8180858047314277,0.07290071680409874,0.8856351733429728,0.014808930346818072,10,cuda,True,20,True,True,False,4,10,True,False
49,completed,0.43754523991585426,0.22591736552277744,0.6189758654411739,0.4111771728032195,,768,16,Adam,0.004682989761948308,0.9376287765042403,6.967428942140672e-05,2,0.8129449143529979,0.04860294369593686,0.7761090749313252,0.062402334582211325,10,cuda,True,20,True,True,False,4,10,True,False
29,completed,0.42563973286549633,0.21866824829226492,0.5984232006632675,0.4030350836690171,,768,16,Adam,0.004362614698083154,0.9486138980004174,0.0008674904629394719,2,0.9319250793589966,0.08827619233039136,0.790766128419417,0.155673139863828,10,cuda,True,20,True,True,False,4,10,True,False
