epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,7325.43,1.26524,0.76412,0.95945,0.69678,0.45369,0.5014,0.28343,1.22792,0.6812,0.9387,0.00725,0.00725,0.00725
27,7588.13,1.25806,0.75914,0.95831,0.69789,0.45804,0.50248,0.28453,1.22651,0.67935,0.93776,0.00714,0.00714,0.00714
28,7842.61,1.25712,0.75974,0.95793,0.70034,0.45423,0.50282,0.28484,1.22553,0.67781,0.93784,0.00703,0.00703,0.00703
29,8102.22,1.25054,0.75382,0.95636,0.70645,0.45333,0.50399,0.28594,1.22449,0.67614,0.93732,0.00692,0.00692,0.00692
30,8358.14,1.25576,0.75518,0.95768,0.71187,0.45141,0.50517,0.28662,1.22334,0.67527,0.93706,0.00681,0.00681,0.00681
31,8615.63,1.25349,0.75162,0.95621,0.70312,0.45575,0.50614,0.28746,1.22277,0.67425,0.93654,0.0067,0.0067,0.0067
32,8873.48,1.25058,0.74936,0.95547,0.70624,0.45705,0.50683,0.28778,1.22194,0.67322,0.93606,0.00659,0.00659,0.00659
33,9130.89,1.24948,0.74661,0.95461,0.70814,0.45757,0.50818,0.28829,1.22138,0.6724,0.93588,0.00648,0.00648,0.00648
34,9390.1,1.24854,0.74586,0.95544,0.70595,0.45863,0.50833,0.28849,1.2209,0.67182,0.93579,0.00637,0.00637,0.00637
35,9647.49,1.24418,0.74317,0.95287,0.70587,0.45834,0.5091,0.28876,1.22027,0.67104,0.93572,0.00626,0.00626,0.00626
36,9906.81,1.24342,0.74116,0.95329,0.70488,0.45907,0.50929,0.28889,1.21998,0.67051,0.93564,0.00615,0.00615,0.00615
37,10166,1.24054,0.73885,0.95148,0.70398,0.46018,0.50996,0.28934,1.21955,0.66983,0.93548,0.00604,0.00604,0.00604
38,10620.7,1.2406,0.73674,0.95159,0.70426,0.46026,0.51036,0.28972,1.21921,0.66942,0.9354,0.00593,0.00593,0.00593
39,10879.8,1.2376,0.73389,0.951,0.70698,0.46054,0.51106,0.28994,1.21866,0.66893,0.93522,0.00582,0.00582,0.00582
40,11145.5,1.23741,0.73356,0.95038,0.70445,0.46367,0.51121,0.29012,1.21839,0.66845,0.93512,0.00571,0.00571,0.00571
41,11400.8,1.23582,0.73039,0.94907,0.70401,0.4642,0.51135,0.29034,1.21806,0.66809,0.93494,0.0056,0.0056,0.0056
42,11657.4,1.23526,0.72855,0.94985,0.70263,0.46486,0.51121,0.29057,1.21775,0.66769,0.93478,0.00549,0.00549,0.00549
43,11919.6,1.22939,0.72674,0.94805,0.70266,0.46481,0.51184,0.29086,1.21752,0.66732,0.93464,0.00538,0.00538,0.00538
44,12175.9,1.22966,0.726,0.94726,0.70567,0.46384,0.51208,0.29103,1.21737,0.6668,0.93454,0.00527,0.00527,0.00527
45,12433.2,1.23167,0.72554,0.94788,0.70434,0.46607,0.51258,0.29141,1.21705,0.66649,0.93437,0.00516,0.00516,0.00516
46,12818.6,1.22812,0.72268,0.94744,0.70716,0.46556,0.51295,0.29167,1.21685,0.66611,0.93427,0.00505,0.00505,0.00505
47,13077.6,1.22755,0.72064,0.94642,0.60868,0.46557,0.51345,0.2918,1.21671,0.66589,0.93418,0.00494,0.00494,0.00494
48,13335.7,1.22273,0.71675,0.94478,0.60909,0.46651,0.51331,0.29186,1.21642,0.66541,0.93411,0.00483,0.00483,0.00483
49,13590.3,1.22148,0.71475,0.94463,0.60933,0.46659,0.51352,0.29219,1.21624,0.66517,0.93399,0.00472,0.00472,0.00472
50,13851.4,1.21916,0.71253,0.94353,0.6097,0.46663,0.51393,0.29255,1.21599,0.6648,0.93382,0.00461,0.00461,0.00461
51,14109.7,1.22047,0.71279,0.9443,0.60746,0.46845,0.51419,0.29279,1.21584,0.66437,0.93368,0.0045,0.0045,0.0045
52,14370.4,1.21911,0.71081,0.94394,0.60833,0.46814,0.51482,0.2929,1.21554,0.66399,0.93355,0.00439,0.00439,0.00439
53,14626.1,1.21633,0.70776,0.94259,0.60849,0.46923,0.51505,0.29299,1.21545,0.66366,0.93343,0.00428,0.00428,0.00428
54,14886.1,1.21625,0.70612,0.94214,0.60875,0.46872,0.5152,0.29339,1.2151,0.66318,0.93327,0.00417,0.00417,0.00417
55,15152.9,1.21744,0.70673,0.94219,0.61184,0.46784,0.51522,0.2936,1.21481,0.66278,0.93308,0.00406,0.00406,0.00406
56,15416.1,1.21421,0.70221,0.9408,0.61015,0.46666,0.51534,0.29367,1.21459,0.66242,0.93295,0.00395,0.00395,0.00395
57,15680.6,1.2111,0.7012,0.94069,0.60669,0.46811,0.51542,0.2939,1.21438,0.66212,0.93277,0.00384,0.00384,0.00384
58,15972.6,1.20783,0.6988,0.9397,0.60409,0.4702,0.51576,0.29394,1.21419,0.66179,0.93271,0.00373,0.00373,0.00373
59,16241.9,1.20794,0.69641,0.93915,0.60459,0.47039,0.51643,0.29405,1.21396,0.6614,0.93261,0.00362,0.00362,0.00362
60,16505.6,1.20703,0.69549,0.9388,0.60495,0.4702,0.51674,0.29425,1.21379,0.66109,0.93246,0.00351,0.00351,0.00351
61,16769.2,1.20576,0.69418,0.93814,0.60599,0.4698,0.51669,0.29435,1.21355,0.66069,0.93222,0.0034,0.0034,0.0034
62,17088,1.20343,0.69049,0.93721,0.60859,0.46861,0.51668,0.29423,1.21342,0.66032,0.93202,0.00329,0.00329,0.00329
63,17352,1.20047,0.68781,0.93656,0.61096,0.46799,0.51707,0.29463,1.21315,0.66002,0.93188,0.00318,0.00318,0.00318
64,17614.9,1.19815,0.68616,0.9365,0.60953,0.46886,0.51706,0.29462,1.21299,0.6597,0.93172,0.00307,0.00307,0.00307
65,18224.8,1.19457,0.6835,0.93603,0.60938,0.46863,0.51744,0.29475,1.2129,0.65946,0.93169,0.00296,0.00296,0.00296
66,18481.3,1.1958,0.68069,0.93561,0.60983,0.46886,0.51769,0.29482,1.21272,0.65906,0.93156,0.00285,0.00285,0.00285
67,18740.1,1.19121,0.67784,0.93361,0.6089,0.46903,0.51774,0.29486,1.21255,0.65875,0.93142,0.00274,0.00274,0.00274
68,18997.6,1.19279,0.67906,0.93403,0.60943,0.46969,0.51788,0.29497,1.21247,0.65855,0.93138,0.00263,0.00263,0.00263
69,19418.8,1.18996,0.67539,0.93349,0.6096,0.46951,0.5185,0.29499,1.21243,0.65834,0.93128,0.00252,0.00252,0.00252
70,19673.7,1.18492,0.67167,0.93195,0.61152,0.4687,0.51863,0.2953,1.21233,0.65798,0.93119,0.00241,0.00241,0.00241
71,19929.6,1.18551,0.67089,0.93227,0.61096,0.46859,0.51843,0.29552,1.21212,0.6577,0.9311,0.0023,0.0023,0.0023
72,20188.4,1.18165,0.66659,0.93002,0.61207,0.46815,0.51856,0.29549,1.21206,0.65738,0.93097,0.00219,0.00219,0.00219
73,20443.4,1.17943,0.66465,0.92933,0.61239,0.46795,0.51856,0.29549,1.21203,0.65713,0.9309,0.00208,0.00208,0.00208
74,20703,1.1791,0.6625,0.9293,0.61238,0.46736,0.5186,0.29576,1.21193,0.65687,0.93078,0.00197,0.00197,0.00197
75,20963.9,1.17679,0.65988,0.92973,0.61502,0.46629,0.51885,0.29559,1.21195,0.65661,0.93072,0.00186,0.00186,0.00186
76,21222.6,1.17555,0.65729,0.92887,0.61358,0.46717,0.5189,0.29589,1.2119,0.65643,0.93066,0.00175,0.00175,0.00175
77,21480.9,1.17377,0.65571,0.92716,0.61443,0.46618,0.51883,0.29558,1.21184,0.65627,0.93058,0.00164,0.00164,0.00164
78,21736.9,1.1699,0.65228,0.92646,0.61035,0.46992,0.51924,0.29587,1.21188,0.65602,0.93047,0.00153,0.00153,0.00153
79,21995.1,1.16782,0.64867,0.92674,0.61017,0.46908,0.51909,0.29596,1.21177,0.65586,0.93045,0.00142,0.00142,0.00142
80,22254.3,1.16783,0.6487,0.92635,0.60792,0.47116,0.5195,0.29599,1.21175,0.65565,0.93039,0.00131,0.00131,0.00131
81,22505.4,1.20472,0.64633,0.9289,0.60795,0.47121,0.51972,0.29616,1.21189,0.65558,0.93033,0.0012,0.0012,0.0012
82,22757.8,1.19639,0.63879,0.9266,0.60978,0.47086,0.51975,0.29605,1.21199,0.6555,0.93032,0.00109,0.00109,0.00109
83,23008.4,1.19349,0.63448,0.92481,0.60646,0.47316,0.51967,0.29579,1.21214,0.65552,0.93024,0.00098,0.00098,0.00098
84,23257,1.19091,0.63211,0.9241,0.60803,0.47137,0.51965,0.29579,1.21222,0.65552,0.93016,0.00087,0.00087,0.00087
85,23502.4,1.18671,0.62756,0.92216,0.60969,0.47025,0.51956,0.29566,1.21238,0.65549,0.9301,0.00076,0.00076,0.00076
86,23753.1,1.18266,0.62396,0.9212,0.60853,0.4728,0.51976,0.29542,1.21263,0.65575,0.93005,0.00065,0.00065,0.00065
87,23999.8,1.1801,0.62106,0.92057,0.60742,0.47319,0.51985,0.29541,1.21282,0.65582,0.93003,0.00054,0.00054,0.00054
88,24247.4,1.17776,0.61695,0.91938,0.60885,0.47224,0.51962,0.29522,1.2132,0.65587,0.93002,0.00043,0.00043,0.00043
89,24499,1.1738,0.61415,0.91808,0.60799,0.47303,0.5194,0.29507,1.21346,0.65608,0.93003,0.00032,0.00032,0.00032
90,24746.9,1.17029,0.61172,0.91761,0.60866,0.47308,0.51902,0.2949,1.21376,0.65639,0.93003,0.00021,0.00021,0.00021
